AGREEMENT_RK,AGE,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,GENDER,CHILD_TOTAL,DEPENDANTS,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED,TARGET
62128075,30,1,0,1,1,1,11000.0,1,1,0
61427836,56,1,1,1,3,0,20000.0,1,1,0
0,33,1,0,1,1,1,0.0,0,0,0
62599729,36,1,0,1,1,1,15000.0,1,1,0
62623117,55,1,0,1,2,0,13000.0,1,1,0
61253219,29,1,0,0,1,1,25000.0,1,1,0
63913234,32,1,0,0,2,1,21000.0,1,1,0
67020373,36,1,0,0,1,1,15000.0,2,2,0
61306799,27,1,0,0,2,2,6500.0,1,1,0
61378742,41,1,0,0,3,2,10000.0,1,1,0
67531672,54,0,1,1,2,0,6500.0,1,1,0
60468475,52,1,0,0,1,0,30000.0,1,1,0
66961178,28,1,0,1,1,1,12000.0,1,1,0
66902951,26,1,0,1,1,1,8000.0,1,1,0
61958864,27,1,0,0,1,1,20000.0,1,1,0
64564180,28,1,0,0,0,0,12000.0,1,1,1
61243509,25,1,0,1,1,1,11000.0,1,1,0
72289471,39,1,0,1,2,2,8000.0,2,2,0
66661261,64,1,0,1,0,0,23000.0,1,1,1
63907628,43,1,0,0,1,1,20000.0,1,1,0
65007484,44,1,0,0,0,0,22000.0,1,1,0
64335140,34,1,0,1,2,2,15000.0,1,1,0
66745524,34,1,0,1,1,1,7000.0,2,2,1
61938660,51,1,0,1,1,0,7500.0,2,2,0
75214244,40,1,0,0,2,2,15000.0,1,1,0
62094470,27,1,0,0,1,1,12000.0,1,1,1
59930422,29,1,0,0,0,0,20000.0,1,1,0
60098380,42,1,0,1,2,2,11000.0,1,1,0
62384561,50,1,0,1,1,0,10000.0,1,1,0
59962548,26,1,0,0,1,1,15000.0,1,1,0
61244949,22,1,0,0,0,0,10000.0,1,1,1
62249206,57,1,1,0,2,1,23000.0,1,1,0
62786543,50,1,0,1,0,0,15000.0,1,1,0
61423700,35,1,0,0,1,1,12500.0,1,1,0
66771811,55,1,1,1,1,0,20000.0,2,2,0
66670943,34,1,0,0,0,1,12000.0,3,3,0
62236055,28,1,0,0,1,1,6000.0,1,1,0
62593286,59,1,0,0,3,0,17500.0,1,1,0
66782719,47,1,0,1,1,0,18000.0,3,3,0
66432857,41,1,0,1,2,2,9000.0,2,2,0
66530733,36,1,0,1,0,0,7000.0,2,2,1
61467586,55,1,0,0,0,0,18000.0,1,1,0
61845475,52,1,0,0,1,0,25000.0,1,1,0
74995307,46,1,0,0,2,0,30000.0,1,1,1
59973701,23,1,0,1,1,1,7000.0,1,1,0
67321747,23,1,0,1,0,0,9000.0,1,1,0
64471913,40,1,0,1,1,1,15000.0,1,1,0
61231849,36,1,0,1,3,3,11000.0,1,1,0
63986090,23,1,0,0,1,1,15000.0,1,1,0
62024184,40,1,0,1,1,0,25000.0,1,1,0
66760003,61,0,1,0,0,0,8500.0,3,3,0
64551242,48,1,0,0,0,0,9000.0,2,2,0
61316755,52,1,0,1,0,0,5000.0,1,1,0
63094088,41,1,0,0,1,1,40000.0,1,1,0
67173594,44,1,0,1,2,1,30000.0,2,2,1
0,58,0,1,1,2,0,0.0,0,0,0
62799248,36,1,0,1,3,3,8000.0,1,1,0
62776533,42,1,0,0,3,2,12000.0,1,1,0
61236972,22,1,0,1,0,1,14000.0,1,1,1
60106019,49,1,0,1,2,0,17000.0,1,1,0
0,34,1,0,1,2,2,0.0,0,0,0
62809362,39,1,0,1,2,2,5000.0,1,1,0
61151593,41,1,0,0,1,1,25000.0,1,1,0
74190360,63,0,1,1,2,0,6000.0,1,1,0
62023684,33,1,0,1,1,1,15000.0,1,1,0
61079700,38,1,0,0,1,1,16000.0,1,1,0
72285109,29,1,0,1,1,1,10000.0,1,1,0
73827016,49,1,0,1,1,1,8000.0,2,2,0
61372316,50,1,0,1,2,0,6000.0,1,1,0
59939829,48,1,0,0,0,0,12000.0,1,1,0
64839795,42,1,0,1,2,2,11000.0,1,1,0
64563165,39,1,0,0,1,1,18000.0,1,1,0
66524810,61,1,0,1,0,0,17000.0,2,2,0
60096783,42,1,0,1,2,2,14000.0,1,1,0
65482083,23,1,0,1,0,0,10000.0,2,2,0
74467755,28,1,0,1,0,0,15000.0,4,4,0
64445162,56,1,1,1,0,0,30000.0,1,1,0
66700908,28,1,0,1,1,1,18000.0,1,1,0
61110489,27,1,0,0,1,1,25000.0,1,1,0
74544319,46,1,0,1,1,0,11000.0,3,3,0
64995451,38,1,0,1,1,1,15000.0,1,1,0
64827687,35,1,0,1,2,2,8700.0,1,1,0
67421931,37,1,0,1,1,1,20000.0,1,1,1
75017098,49,1,0,0,2,1,15000.0,2,2,0
74460711,37,1,0,0,3,3,40000.0,2,2,1
60086903,36,1,0,1,2,2,20000.0,1,1,0
0,45,1,0,0,0,0,0.0,0,0,0
61054691,51,1,0,0,2,0,12000.0,1,1,0
73830243,47,1,0,1,0,0,10000.0,1,1,1
75021931,46,1,0,1,0,0,20000.0,1,1,0
62590815,28,1,0,1,1,1,55000.0,1,1,1
60465966,53,1,0,1,2,0,20000.0,1,1,0
66420656,26,1,0,0,1,1,9000.0,2,2,0
0,34,1,0,1,1,1,0.0,0,0,0
66773911,61,1,0,0,4,0,14000.0,2,2,1
60466295,48,1,0,1,2,0,7000.0,1,1,0
61111863,30,1,0,1,1,1,16000.0,1,1,0
64898724,22,1,0,0,1,0,20000.0,1,1,1
61235487,53,1,0,1,2,0,8000.0,1,1,0
61299664,56,1,0,1,1,0,11500.0,1,1,0
62994403,54,1,0,0,2,0,8000.0,1,1,0
67322945,40,1,0,0,1,1,35000.0,1,1,0
67426389,56,0,1,0,1,0,9000.0,1,1,0
61302471,46,1,0,1,0,0,9000.0,1,1,0
61151598,52,1,0,1,0,0,15000.0,1,1,0
62185166,32,1,0,0,2,2,12000.0,1,1,1
64592177,59,0,1,0,1,0,7000.0,1,1,0
67533565,35,1,0,0,1,1,17000.0,2,2,0
0,57,0,1,1,0,0,0.0,0,0,0
61234815,26,1,0,0,0,0,8000.0,1,1,0
74187392,39,1,0,0,1,1,11000.0,3,3,0
74984325,40,1,0,1,3,2,20000.0,2,2,0
59963388,57,1,0,0,3,0,7000.0,1,1,0
66521201,60,1,0,1,1,1,20000.0,2,2,0
66849149,45,1,0,1,0,0,8600.0,3,3,0
64359123,40,1,0,0,2,2,45000.0,1,1,0
62508107,38,1,0,0,1,0,8000.0,1,1,0
61428784,22,1,0,0,0,0,15000.0,1,1,0
67316365,49,1,0,0,3,0,12000.0,2,2,0
63810875,53,0,1,1,1,0,8500.0,3,3,1
0,43,1,0,1,0,0,0.0,0,0,0
66913678,40,1,0,1,1,0,15000.0,1,1,0
66584918,57,1,0,0,3,0,17000.0,3,3,0
64003837,34,1,0,0,0,0,21000.0,1,1,0
63911375,56,1,1,1,1,0,6000.0,1,1,1
64437168,32,1,0,1,2,2,15000.0,1,1,0
74016494,23,1,0,1,0,0,7000.0,1,1,0
67435863,54,0,1,1,0,0,11000.0,1,1,0
63891476,33,1,0,1,1,1,6000.0,1,1,0
67083166,33,1,0,0,1,2,14000.0,4,4,0
61537559,23,1,0,0,0,0,12000.0,1,1,0
63604196,34,1,0,0,1,1,20000.0,1,1,0
63898906,64,0,1,1,2,0,6000.0,1,1,0
66741910,37,1,0,1,2,2,20000.0,3,3,0
61974001,44,1,0,1,3,0,12000.0,1,1,0
66761419,26,1,0,0,1,1,16000.0,2,2,0
67217992,43,1,0,1,2,2,10000.0,2,2,0
61367683,49,1,0,1,1,0,15000.0,1,1,0
0,24,1,0,0,1,1,0.0,0,0,0
62255169,44,1,0,1,1,0,10000.0,2,2,0
63273839,60,1,0,1,0,0,15000.0,1,1,0
75289228,34,1,0,1,1,1,10000.0,1,1,0
63922027,53,1,0,1,0,0,10000.0,1,1,0
74551521,56,1,0,1,3,0,14000.0,3,3,0
64367877,49,1,0,1,2,1,7000.0,1,1,0
60051963,49,1,0,1,0,0,30000.0,1,1,1
61872969,34,0,1,1,2,1,11000.0,1,1,0
66741232,41,1,0,1,4,2,9340.0,3,3,1
66199923,26,1,0,1,0,0,13000.0,1,1,0
60389929,40,1,0,1,1,0,13000.0,1,1,0
63001854,42,1,0,1,2,1,7500.0,1,1,0
61149628,37,1,0,1,1,1,7000.0,1,1,0
75202163,38,1,0,1,1,1,7800.0,1,1,0
62032105,45,1,0,1,1,1,7000.0,1,1,0
67438464,49,1,0,1,2,0,8200.0,2,2,0
61938570,39,1,0,1,1,1,6700.0,1,1,0
61466005,36,1,0,1,1,1,80000.0,2,2,0
64912588,42,1,0,0,2,0,15000.0,1,1,1
63599601,29,1,0,0,1,1,10000.0,1,1,0
64886008,45,1,0,1,2,0,20000.0,1,1,0
67084430,51,1,0,1,2,0,14000.0,1,1,0
60059563,56,1,0,1,0,0,13000.0,1,1,0
74481609,33,1,0,0,1,1,16000.0,1,1,0
61111134,24,1,0,1,0,0,15000.0,1,1,0
61298098,46,1,0,0,2,2,22000.0,1,1,1
61309526,39,1,0,0,1,1,30000.0,1,1,0
60059582,49,1,0,0,2,1,25000.0,1,1,0
74041324,49,1,0,1,0,0,7000.0,1,1,0
63002506,49,1,1,0,2,0,20000.0,1,1,0
72272351,26,1,0,0,1,1,16000.0,1,1,0
67419243,61,0,1,0,0,0,8000.0,1,1,0
60106578,42,1,0,0,1,1,22000.0,1,1,0
0,63,1,1,1,0,0,0.0,0,0,0
67070426,39,1,0,1,1,0,15000.0,3,3,0
62141879,52,1,0,1,1,0,20000.0,1,1,0
66534703,38,1,0,1,1,1,11000.0,2,2,0
61530018,49,1,0,1,1,1,9000.0,1,1,0
63921231,51,0,1,1,2,2,12800.0,1,1,0
61538643,60,1,0,1,2,0,7000.0,1,1,1
74555752,42,1,0,1,1,1,10500.0,2,2,0
65201789,57,0,1,1,3,0,7000.0,1,1,0
61164289,41,1,0,1,2,1,20000.0,1,1,0
0,26,1,0,1,1,1,0.0,0,0,0
61438860,47,1,0,1,2,1,8000.0,3,3,0
62605205,34,1,0,1,1,1,12000.0,1,1,1
64346113,32,1,0,1,2,2,5500.0,1,1,0
74274221,38,1,0,1,2,0,30000.0,1,1,1
65501297,26,1,0,1,1,1,8000.0,1,1,0
66521740,39,1,0,0,1,1,18000.0,4,4,0
67316223,35,1,0,0,1,1,25000.0,1,1,0
61127390,37,1,0,0,1,0,24000.0,1,1,0
66077870,22,1,0,1,0,0,10500.0,1,1,0
66895275,61,0,1,0,2,0,7000.0,2,2,0
61540822,36,1,0,0,3,3,16000.0,1,1,0
67533844,27,1,0,1,1,1,9000.0,2,2,0
61522740,43,1,0,0,1,0,15000.0,1,1,0
74181771,60,1,0,1,4,2,6000.0,3,3,0
60383583,38,1,0,1,2,2,9000.0,1,1,0
61517342,42,1,0,1,2,0,15000.0,1,1,0
64363709,23,1,0,0,0,0,30000.0,1,1,1
66849191,31,1,0,0,1,1,15000.0,3,3,0
75276828,63,0,1,1,0,0,6000.0,3,3,0
61153739,27,1,0,1,1,1,15000.0,1,1,1
67217364,39,1,0,1,1,1,18000.0,3,3,0
62991727,43,1,0,1,2,2,13000.0,1,1,0
61420110,60,0,1,1,2,0,5200.0,2,2,0
61378216,33,1,0,1,0,0,20000.0,1,1,0
65227755,49,1,0,1,1,0,6000.0,1,1,0
60048649,26,1,0,0,1,1,13000.0,1,1,0
66964461,38,1,0,0,1,1,12000.0,1,1,1
64825946,27,1,0,1,1,1,9000.0,1,1,1
66772955,36,1,0,1,1,1,15000.0,2,2,0
67323570,42,1,0,1,2,1,12000.0,1,1,0
0,35,1,0,0,0,0,0.0,0,0,0
74982312,46,1,0,1,0,0,12650.0,2,2,0
61962648,27,1,0,0,1,1,9000.0,1,1,0
59961282,43,1,0,1,0,0,40000.0,1,1,0
60460976,30,1,0,0,1,1,30000.0,1,1,1
65480352,24,1,0,1,0,0,10000.0,1,1,0
64429925,41,1,0,0,4,4,11500.0,1,1,0
0,51,1,0,0,4,0,0.0,0,0,0
63986316,36,1,0,1,0,0,6000.0,1,1,0
63584839,42,1,0,0,1,1,15000.0,1,1,1
67423403,56,1,1,1,3,0,30000.0,1,1,1
0,60,0,1,1,0,0,0.0,0,0,0
73848706,30,1,0,0,2,2,16000.0,1,1,0
66591984,47,1,0,1,1,0,7100.0,3,3,0
62377524,53,1,0,1,1,0,6000.0,1,1,0
0,63,0,1,1,2,0,0.0,0,0,0
66158890,23,1,0,1,1,1,8000.0,1,1,0
61151983,43,1,0,0,0,0,12000.0,1,1,0
67148327,37,1,0,1,1,1,29000.0,2,2,0
0,30,1,0,1,1,1,0.0,0,0,0
60108759,55,1,0,1,2,0,7000.0,1,1,0
75277061,26,1,0,1,2,2,13000.0,1,1,0
61456826,58,0,1,1,0,0,6500.0,2,2,0
64361215,29,1,0,1,1,1,9000.0,1,1,0
66664448,26,1,0,1,0,0,21000.0,1,1,1
61128012,34,1,0,1,4,4,5000.0,1,1,0
62086372,24,1,0,0,0,0,15000.0,1,1,1
67530654,43,1,0,1,2,0,10000.0,1,1,0
66431039,37,1,0,1,1,1,7800.0,2,2,0
65419884,23,1,0,1,0,0,14000.0,1,1,0
62236119,45,1,0,0,1,1,30000.0,1,1,0
67140209,49,1,0,1,2,0,12000.0,2,2,0
74177264,37,1,0,1,1,1,7000.0,1,1,0
63600552,48,1,0,1,0,0,15000.0,1,1,0
62248078,42,1,0,0,3,2,30000.0,2,2,0
65207556,40,1,0,1,0,2,11000.0,1,1,1
61244479,56,1,1,1,0,0,9330.0,1,1,0
64279518,36,1,0,1,1,1,16000.0,1,1,0
61082604,53,1,0,1,2,0,12000.0,1,1,0
67319516,33,1,0,0,1,1,18000.0,1,1,0
0,58,1,0,0,0,0,0.0,0,0,0
67170275,54,1,1,1,2,0,21000.0,3,3,0
72263345,50,1,0,1,2,0,12000.0,1,1,0
66080261,25,1,0,1,1,1,10000.0,1,1,0
0,56,0,1,1,0,0,0.0,0,0,0
65413785,26,1,0,1,1,1,7000.0,1,1,0
62037803,42,1,0,1,2,0,7850.0,1,1,0
73826301,42,1,0,0,1,1,20000.0,2,2,0
61832441,54,1,1,1,4,1,6700.0,1,1,0
59923612,26,1,0,0,0,0,10000.0,2,2,0
66323676,54,1,0,1,2,0,10000.0,3,3,0
61381122,26,1,0,0,0,0,15000.0,1,1,1
67413927,33,1,0,0,1,1,30000.0,7,7,0
66405513,31,1,0,0,1,1,12000.0,1,1,0
65416756,25,1,0,1,0,0,8000.0,2,2,0
63001956,62,1,1,1,3,0,17000.0,1,1,0
60464401,29,1,0,1,1,1,18000.0,1,1,0
63915922,46,1,0,1,3,1,13000.0,1,1,0
73822653,33,1,0,0,1,1,25000.0,1,1,0
74947649,54,1,0,1,0,0,15000.0,2,2,0
62794114,54,0,1,0,0,0,15000.0,1,1,0
64455108,56,1,1,0,0,0,18000.0,1,1,0
0,59,1,0,1,0,0,0.0,0,0,0
61104584,42,1,0,0,1,1,12000.0,1,1,0
59925539,39,1,0,1,1,1,35000.0,1,1,0
62594920,42,1,0,1,2,1,9000.0,1,1,0
66536598,27,1,0,1,1,1,17000.0,2,2,1
62505743,39,1,0,1,2,2,35000.0,1,1,0
0,54,0,1,0,0,0,0.0,0,0,0
64915501,46,1,0,0,2,1,20000.0,1,1,0
62386987,59,0,1,1,2,0,5000.0,1,1,0
74952294,24,1,0,0,0,0,20000.0,2,2,0
60451886,56,1,1,1,1,0,10000.0,1,1,0
62025473,59,0,1,1,0,0,6500.0,1,1,0
67028464,47,1,0,1,2,1,8000.0,3,3,0
63601542,37,1,0,1,1,1,35000.0,1,1,0
66195988,23,1,0,1,2,2,6500.0,1,1,0
63602995,58,0,1,1,2,0,6000.0,1,1,0
74039205,32,1,0,1,0,0,5000.0,2,2,0
67228601,35,1,0,1,2,2,10000.0,2,2,0
66748130,45,1,0,0,2,1,15000.0,2,2,0
74835083,35,1,0,1,1,1,30000.0,1,1,0
61121711,47,1,0,0,1,1,7000.0,1,1,0
66925735,43,1,0,0,2,2,10000.0,1,1,0
63600601,26,1,0,0,2,2,7000.0,1,1,0
63813472,67,1,0,1,2,0,12000.0,2,2,0
64832999,44,1,0,0,2,2,8500.0,1,1,0
64593619,33,1,0,1,2,2,10000.0,1,1,0
74033974,53,1,0,1,1,0,4300.0,1,1,0
0,23,1,0,1,0,0,0.0,0,0,0
62375991,40,1,0,0,2,2,13200.0,1,1,0
73816704,28,1,0,1,1,1,15000.0,1,1,0
61934183,52,1,0,1,1,1,20000.0,2,2,0
60442571,40,1,0,1,1,1,15000.0,1,1,0
74035080,44,1,0,1,1,1,5000.0,2,2,0
64276037,33,1,0,0,2,2,20000.0,1,1,0
59925110,44,1,0,0,1,0,15000.0,1,1,0
67165268,24,1,0,1,1,1,10000.0,1,1,0
61451918,46,1,0,0,2,1,18000.0,1,1,0
61099710,61,1,0,0,2,0,25000.0,1,1,0
64353970,53,1,1,1,1,0,25000.0,1,1,0
66781896,55,1,0,1,0,0,13000.0,3,3,0
66967312,35,1,0,0,2,2,8000.0,1,1,0
74281522,34,1,0,1,2,2,25000.0,1,1,0
61832255,22,1,0,0,0,0,16000.0,1,1,0
72279205,33,1,0,0,1,1,10000.0,1,1,1
61290106,54,1,0,1,0,0,8000.0,1,1,0
61366540,49,1,0,0,2,2,16000.0,2,2,0
63907163,23,1,0,0,0,0,15000.0,1,1,1
62624047,35,1,0,1,2,2,11000.0,1,1,0
60059705,45,1,0,1,0,0,10000.0,2,2,0
61539417,28,1,0,0,0,0,15000.0,1,1,0
72260930,22,1,0,1,0,0,12000.0,1,1,0
63907021,61,0,1,1,0,0,5000.0,1,1,0
61139557,48,1,0,1,2,1,30000.0,1,1,0
60397606,39,1,0,1,1,1,10000.0,1,1,0
60379339,32,1,0,0,0,0,9500.0,1,1,0
61916582,36,1,0,1,2,2,7000.0,1,1,0
64554862,38,1,0,1,2,1,8500.0,1,1,0
66920725,28,1,0,1,2,2,12000.0,1,1,0
61109861,27,1,0,1,0,0,15000.0,1,1,0
74817798,31,1,0,1,0,0,17000.0,3,3,0
62251874,64,0,1,0,0,0,8000.0,1,1,0
61357184,28,1,0,1,0,0,20000.0,1,1,1
61382118,60,0,1,1,6,0,5200.0,2,2,0
67139640,43,1,0,1,1,0,13000.0,1,1,0
62769451,27,1,0,1,0,0,18000.0,1,1,0
74279545,35,1,0,0,1,0,34000.0,1,1,0
67163936,22,1,0,1,1,1,10000.0,3,3,0
75006199,63,1,1,1,1,0,7000.0,2,2,0
61243750,44,1,0,0,1,1,12000.0,1,1,0
65241813,52,1,0,1,0,0,5000.0,1,1,0
67430113,51,1,0,1,2,0,16000.0,2,2,0
66332501,34,1,0,1,0,0,8000.0,2,2,0
72289574,25,1,0,1,1,1,23000.0,1,1,0
61047844,28,1,0,0,0,0,10000.0,1,1,0
74957512,59,1,0,1,0,0,10000.0,4,4,0
63600604,36,1,0,0,1,1,25000.0,1,1,0
66897742,42,1,0,0,1,0,7000.0,1,1,0
67205921,54,1,0,1,2,0,10000.0,5,5,0
61156071,37,1,0,0,1,1,15000.0,1,1,1
64431399,34,1,0,1,1,1,5000.0,1,1,0
66758603,41,1,0,0,1,1,20000.0,3,3,0
61049943,28,1,0,1,0,0,15000.0,1,1,1
60191052,37,1,0,1,1,1,6000.0,1,1,0
61373589,30,1,0,0,0,0,7500.0,1,1,1
61125296,38,1,0,0,1,1,15000.0,1,1,0
61963763,34,1,0,0,1,1,8000.0,1,1,1
66830429,27,1,0,1,1,1,7000.0,2,2,0
74832290,48,1,0,1,0,0,15000.0,1,1,0
74022444,22,1,0,1,0,0,6000.0,1,1,0
62082932,30,1,0,1,1,0,4000.0,1,1,0
0,29,1,0,0,2,2,0.0,0,0,0
67068628,30,1,0,0,1,1,40000.0,1,1,0
60096935,35,1,0,0,2,2,29000.0,1,1,0
0,38,1,0,0,2,2,0.0,0,0,0
64904574,55,1,0,1,1,0,13000.0,1,1,0
61838823,41,1,0,1,2,2,6000.0,1,1,0
64365785,54,1,1,1,0,0,9000.0,1,1,0
61850415,30,1,0,1,1,1,15000.0,1,1,0
66526955,36,1,0,0,3,3,10000.0,2,2,0
62501063,48,1,0,0,0,0,13000.0,1,1,0
60456876,40,1,0,1,2,0,25000.0,1,1,1
64909201,33,1,0,1,1,1,14000.0,1,1,0
64842766,32,1,0,0,1,1,20000.0,1,1,0
61302184,59,0,1,1,0,0,5582.0,1,1,0
66533416,50,1,0,1,0,0,10000.0,2,2,1
62990756,44,1,0,1,0,0,11000.0,1,1,0
0,42,1,0,1,0,0,0.0,0,0,0
61030680,47,1,0,1,1,1,19000.0,2,2,0
66745598,60,1,0,1,2,0,10500.0,3,3,0
61132394,38,1,0,0,1,1,20000.0,1,1,1
0,32,1,0,1,1,1,0.0,0,0,0
67329643,40,1,0,0,0,0,16000.0,1,1,0
65217809,29,1,0,0,1,1,25000.0,1,1,0
63891395,28,1,0,0,1,0,18000.0,1,1,0
62445027,56,1,0,0,0,0,19000.0,1,1,0
62143669,33,1,0,1,2,2,20000.0,1,1,0
64594349,22,1,0,0,0,0,15000.0,2,2,1
64456185,42,1,0,1,2,2,14000.0,1,1,0
73850417,51,1,0,1,4,0,16000.0,2,2,0
62590364,48,1,0,0,1,0,10000.0,1,1,0
61833272,49,1,1,1,2,0,10000.0,1,1,0
62136452,61,1,0,0,2,0,13000.0,1,1,0
62487752,48,0,1,1,0,0,6000.0,1,1,0
67212866,47,1,0,0,2,0,18000.0,2,2,0
66968607,27,1,0,1,1,1,12000.0,1,1,1
61866577,51,1,0,1,3,1,10000.0,1,1,1
62094383,43,1,0,1,1,1,40000.0,1,1,0
61841922,40,0,1,1,1,1,5400.0,1,1,0
74190441,56,1,0,1,3,0,10000.0,4,4,0
0,24,1,0,1,0,0,0.0,0,0,0
62142972,46,1,0,1,0,0,18000.0,1,1,0
60095959,39,1,0,0,3,3,25000.0,1,1,0
62138885,44,1,0,1,1,1,10000.0,1,1,0
61941452,33,1,0,0,1,1,16000.0,1,1,0
65256008,44,0,1,0,0,0,35000.0,1,1,1
59966861,27,1,0,1,1,1,6000.0,1,1,0
61955750,63,0,1,1,0,0,11000.0,1,1,0
67169157,37,1,0,0,1,1,15000.0,2,2,0
67543528,43,1,0,1,0,0,30000.0,1,1,0
75067935,57,1,0,0,1,0,35000.0,1,1,0
62141250,44,1,0,1,2,2,10000.0,1,1,0
0,41,1,0,0,2,2,0.0,0,0,0
63598373,45,1,0,0,1,0,10000.0,1,1,0
62086196,45,1,0,1,0,0,5800.0,1,1,0
61039219,60,1,1,1,1,0,12000.0,1,1,0
61361094,56,1,1,1,2,0,12000.0,1,1,0
63631379,47,1,0,1,0,0,10000.0,1,1,0
74561839,27,1,0,0,0,0,15000.0,3,3,1
61832884,49,1,0,0,2,1,22000.0,1,1,0
62600462,34,1,0,1,1,1,5000.0,1,1,0
75281731,57,0,1,1,2,0,12000.0,1,1,0
61059343,66,1,1,0,1,0,25000.0,1,1,0
60443823,44,1,0,0,1,0,11000.0,1,1,0
65225338,28,1,0,1,0,0,15000.0,1,1,0
74663587,55,1,1,0,2,0,14000.0,3,3,0
60393522,41,1,0,0,2,2,6000.0,1,1,0
62592042,58,0,1,1,1,0,6000.0,1,1,0
64907608,60,1,1,1,3,0,12000.0,1,1,0
0,56,1,0,1,0,0,0.0,0,0,0
67071916,50,1,0,0,0,0,7300.0,2,2,0
65415799,25,1,0,1,0,0,14000.0,2,2,0
61976722,40,1,0,1,2,1,14000.0,1,1,1
62029852,28,1,0,0,0,0,11000.0,1,1,0
66083832,26,1,0,1,0,0,9000.0,1,1,0
74663590,36,1,0,0,1,1,10000.0,2,2,0
64429995,39,1,0,0,6,6,15000.0,1,1,0
0,28,1,0,1,1,1,0.0,0,0,0
62442666,60,1,0,1,0,0,8000.0,1,1,0
59974935,46,1,0,0,1,0,15000.0,1,1,0
61138829,36,1,0,1,2,1,25000.0,1,1,0
74190998,61,0,1,1,2,0,5000.0,2,2,0
62022556,25,1,0,1,1,1,10000.0,1,1,1
74645885,63,0,1,1,0,0,10000.0,1,1,0
65240644,56,1,1,1,2,0,13000.0,2,2,0
73818402,51,1,0,1,0,0,17000.0,1,1,0
64433703,38,1,0,1,3,0,5000.0,1,1,0
61309398,56,1,0,0,2,0,7000.0,1,1,0
61243297,35,1,0,1,2,2,4300.0,1,1,0
60097017,40,1,0,1,2,0,7600.0,1,1,0
61315483,54,0,1,1,1,1,8000.0,1,1,0
66851213,41,1,0,0,1,1,12000.0,3,3,0
61523599,32,1,0,1,1,1,6500.0,1,1,0
62146488,51,1,0,1,0,0,15000.0,1,1,0
64435040,34,1,0,0,2,0,20000.0,1,1,0
62603435,31,1,0,0,0,0,15000.0,1,1,0
75273363,35,1,0,0,0,0,8000.0,1,1,0
63087762,34,1,0,1,1,0,11000.0,1,1,0
75275876,31,1,0,1,0,0,9700.0,1,1,0
63628270,50,1,0,1,0,0,12000.0,1,1,1
62240204,37,1,0,1,2,1,19000.0,2,2,0
66593248,60,1,0,1,0,0,12000.0,2,2,0
74031928,54,1,0,1,0,0,7000.0,1,1,0
64912309,52,1,1,1,0,0,15600.0,1,1,1
64454829,41,1,0,0,0,0,35000.0,1,1,0
62177604,47,1,0,1,2,0,11000.0,1,1,1
62608713,60,1,1,1,2,0,45000.0,1,1,0
74944654,40,1,0,1,2,0,8000.0,2,2,0
63921686,27,1,0,1,1,1,20000.0,1,1,1
67337338,32,1,0,0,2,2,20500.0,1,1,0
62589072,54,1,0,1,0,0,19000.0,1,1,0
66749264,35,1,0,1,2,2,10000.0,2,2,0
0,56,0,1,1,6,0,0.0,0,0,0
67148714,49,1,0,1,2,0,10000.0,2,2,0
60104563,58,1,1,0,1,1,13000.0,1,1,0
